all time stamps are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred
,C1,B2,A1,A2,B3,D1,Y,B1(MV),C2(MV),D3,D2,Z
1843,115.76088,10531.53418,210.167358,1734.920654,0.818883,0.476931,3.724609,58.40625,62.375,49.818748,86.163879,1544.281128
1844,115.603691,10531.5791,210.093109,1734.58313,0.81507,0.477073,3.722102,58.40625,62.375,49.824497,86.037132,1543.375977
1845,115.396973,10526.99414,210.036011,1734.457153,0.810506,0.477563,3.724629,58.40625,62.375,49.823151,86.093582,1545.554565
1846,115.386894,10524.48242,210.060638,1734.856201,0.812809,0.477181,3.728521,58.40625,62.375,49.818027,86.167656,1544.295166
1847,115.793945,10525.33984,210.128571,1734.951904,0.813906,0.476372,3.723322,58.40625,62.375,49.813393,86.282845,1543.337402
1848,115.342918,10525.62012,210.244553,1734.61377,0.816159,0.476835,3.713142,58.40625,62.375,49.806583,86.093513,1540.754761
1849,115.420761,10526.07031,210.013046,1735.007202,0.815098,0.476118,3.722683,58.40625,62.375,49.798359,85.947815,1541.775635
1850,115.433937,10526.46484,210.018555,1734.720337,0.816382,0.475836,3.720457,58.40625,62.375,49.789452,86.094734,1542.119751
1851,115.599808,10526.10156,209.988754,1735.041504,0.816578,0.474762,3.710782,58.40625,62.375,49.785912,86.168549,1539.352173
1852,115.698067,10529.16895,210.157455,1734.582764,0.816017,0.475367,3.720529,58.40625,62.375,49.781021,86.168747,1543.970825
1853,115.747131,10528.5,209.968338,1735.311035,0.814312,0.475343,3.723938,58.40625,62.375,49.782284,86.168587,1541.610229
1854,115.396141,10531.36719,210.075806,1734.41626,0.81319,0.475183,3.723964,58.40625,62.375,49.776714,86.094704,1541.676514
1855,115.526329,10533.13281,210.139221,1735.105103,0.813204,0.475443,3.730058,58.40625,62.375,49.77039,86.169708,1541.485107
1856,115.4758,10532.84766,210.244202,1735.121094,0.81251,0.474171,3.715082,58.40625,62.375,49.754852,86.093582,1537.557739
1857,115.65757,10532.26172,209.967972,1735.096191,0.812237,0.474307,3.720519,58.40625,62.375,49.753929,86.192551,1539.88147
1858,115.499176,10530.58887,210.040939,1734.730347,0.814947,0.476786,3.717167,58.40625,62.375,49.752121,86.023048,1539.514893
1859,115.516693,10529.54004,210.124908,1734.907715,0.813477,0.476753,3.712416,58.40625,62.375,49.761089,86.167656,1536.709961
1860,115.492073,10527.02344,210.121323,1735.122559,0.814759,0.47725,3.721701,58.40625,62.375,49.761333,86.094193,1541.818359
1861,115.978035,10524.95508,210.038971,1735.413452,0.814287,0.475877,3.720651,58.40625,62.375,49.757618,86.244934,1539.625854
1862,115.93055,10526.02344,210.160141,1735.344971,0.811425,0.475947,3.713402,58.40625,62.375,49.756027,86.093796,1537.400269
1863,115.501709,10526.68848,210.044968,1734.468262,0.816615,0.474563,3.724654,58.40625,62.375,49.762115,86.080574,1538.92395
1864,115.211517,10528.72461,209.966614,1735.184204,0.811875,0.475628,3.720359,58.40625,62.375,49.759071,86.097168,1542.295776
1865,115.836624,10530.8584,210.259567,1735.239868,0.811762,0.475269,3.722639,58.40625,62.375,49.75246,86.100342,1541.114868
1866,115.317146,10532.59766,210.027878,1735.265259,0.811016,0.476404,3.721898,58.40625,62.375,49.742516,86.112396,1540.934814
1867,115.566063,10532.84961,210.187454,1734.39502,0.813567,0.475067,3.72326,58.40625,62.375,49.73317,86.075066,1540.198242
1868,115.333176,10532.80273,210.186157,1735.237915,0.81506,0.475759,3.722586,58.40625,62.375,49.731773,86.154633,1538.996338
1869,115.389854,10532.3584,210.262573,1734.935059,0.811192,0.476738,3.715134,58.40625,62.375,49.726818,86.093597,1536.364746
1870,115.647682,10529.5625,210.114655,1735.559204,0.814068,0.475288,3.722451,58.40625,62.375,49.737682,86.097122,1539.200562
1871,115.312363,10528.68652,210.049377,1735.267822,0.816067,0.474567,3.722821,58.40625,62.375,49.730637,86.129074,1539.656982
1872,115.454323,10526.11035,210.131836,1734.929688,0.813919,0.476268,3.716478,58.40625,62.375,49.723934,86.168816,1540.434937
1873,115.177765,10527,210.041763,1734.805664,0.812464,0.475902,3.722446,58.40625,62.375,49.71788,86.172363,1538.970215
1874,115.531639,10529.71777,210.046646,1735.548462,0.809618,0.476354,3.731351,58.40625,62.375,49.726685,86.019508,1541.555176
1875,114.991302,10531.99023,210.226349,1735.23999,0.812158,0.47653,3.706737,58.40625,62.375,49.729305,86.093307,1532.13623
1876,115.463554,10531.92871,210.113617,1735.284424,0.808173,0.475524,3.718557,58.40625,62.375,49.721992,86.03598,1537.122314
1877,115.741318,10527.70117,209.990936,1735.821045,0.808316,0.475583,3.718141,58.40625,62.375,49.718918,86.018349,1537.161865
1878,115.524788,10524.59277,210.156204,1735.233643,0.80901,0.475553,3.72017,58.40625,62.375,49.726383,86.168747,1538.453491
1879,115.667725,10528.45996,210.024887,1735.147705,0.80965,0.476314,3.720265,58.40625,62.375,49.729103,86.018288,1536.894287
1880,115.44622,10532.15332,210.156815,1735.806274,0.810408,0.475353,3.715553,58.40625,62.375,49.717735,86.18792,1537.5354
1881,115.487061,10533.31641,210.09494,1735.030151,0.810007,0.475296,3.700906,58.40625,62.375,49.711998,86.150009,1532.874146
1882,115.431892,10532.58203,210.044724,1735.711548,0.809186,0.475085,3.720654,58.40625,62.375,49.703869,86.027214,1536.376343
1883,115.219139,10530.99707,210.217712,1735.712036,0.809464,0.475058,3.716449,58.40625,62.375,49.693897,86.031364,1535.127075
1884,115.438713,10530.80371,210.134567,1735.502197,0.812157,0.476597,3.724307,58.40625,62.375,49.69207,86.014542,1537.995239
1885,114.877502,10528.43848,210.234192,1735.247192,0.810357,0.476112,3.720282,58.40625,62.375,49.691177,86.03598,1535.052979
1886,114.961151,10527.97168,210.235794,1735.128174,0.808212,0.474562,3.718645,58.40625,62.375,49.689529,86.013641,1534.495117
1887,115.492508,10524.33887,210.149017,1735.554565,0.812192,0.47602,3.723814,58.40625,62.375,49.689957,86.018349,1537.366333
1888,115.340652,10526.61133,210.055786,1735.028564,0.812435,0.476064,3.723708,58.40625,62.375,49.69215,86.111328,1534.673096
1889,115.308311,10526.34863,210.028534,1735.638428,0.811407,0.475544,3.718456,58.40625,62.375,49.68808,86.022171,1534.373901
1890,115.67028,10528.57227,210.100235,1734.746582,0.81238,0.475807,3.716786,58.40625,62.375,49.692238,86.018349,1534.411621
1891,115.336975,10530.90332,210.218811,1734.813721,0.812969,0.475288,3.715361,58.40625,62.375,49.694668,86.079407,1534.472778
1892,115.545486,10531.51172,209.975281,1735.108154,0.812207,0.474972,3.723973,58.40625,62.375,49.693359,86.093651,1537.300293
1893,115.707108,10531.66504,210.156799,1734.851685,0.814348,0.473474,3.715204,58.40625,62.375,49.686684,86.097092,1534.634521
1894,115.618874,10532.32422,210.1185,1734.658569,0.809503,0.47305,3.707002,58.40625,62.375,49.687546,86.097122,1528.887329
1895,115.60659,10532.61621,210.140579,1734.908325,0.81106,0.473287,3.717458,58.40625,62.375,49.682755,86.187386,1534.87793
1896,115.691849,10530.17481,210.112885,1735.339355,0.807575,0.474827,3.714718,58.40625,62.375,49.683125,86.168747,1533.658813
1897,115.671417,10528.90918,210.255112,1735.70166,0.80793,0.474057,3.713899,58.40625,62.375,49.669975,86.148903,1532.371948
1898,115.529961,10526.7666,210.050354,1734.772949,0.81061,0.472999,3.708518,58.40625,62.375,49.663837,86.018356,1530.262085
1899,115.712135,10525.98828,210.15654,1735.411987,0.809516,0.475892,3.710199,58.40625,62.375,49.656994,86.036865,1529.312744
1900,115.38385,10528.72852,210.244614,1735.449219,0.812699,0.474448,3.721939,58.40625,62.375,49.657871,86.092621,1539.542969
1901,115.343483,10529.48047,210.136734,1735.455444,0.814128,0.475429,3.715587,58.40625,62.375,49.648804,86.018646,1533.484863
1902,115.672531,10528.02539,210.090942,1735.408691,0.810537,0.474216,3.712292,58.40625,62.375,49.655956,86.168869,1530.92688
1903,115.557724,10529.28516,210.038651,1735.78064,0.810961,0.475305,3.711985,58.40625,62.375,49.65596,86.168884,1531.074219
1904,115.446953,10532.55664,210.229477,1734.288452,0.809739,0.475549,3.708738,58.40625,62.375,49.649181,86.111214,1528.156494
1905,115.865105,10532.27344,210.063919,1736.025513,0.811023,0.474222,3.709473,58.40625,62.375,49.654591,86.107666,1530.539307
1906,115.628479,10532.61231,210.122025,1735.469116,0.81375,0.474315,3.710434,58.40625,62.375,49.655441,86.173225,1530.915405
1907,115.204041,10528.64746,210.136642,1734.915894,0.807498,0.474272,3.706777,58.40625,62.375,49.665421,86.125397,1530.879395
1908,115.48658,10525.63379,209.985504,1735.047241,0.813193,0.474711,3.711047,58.40625,62.375,49.665508,85.943092,1533.248291
1909,115.514893,10526.12598,210.190659,1735.924072,0.810267,0.473302,3.711999,58.40625,62.375,49.6693,85.943123,1534.045654
1910,115.197479,10528.11719,210.077377,1734.103149,0.808207,0.474097,3.706239,58.40625,62.375,49.665592,86.036858,1530.073975
1911,115.767891,10528.91211,210.100098,1734.484375,0.808726,0.474555,3.709877,58.40625,62.375,49.655502,86.093575,1530.210205
1912,115.683136,10531.65332,210.04834,1736.037598,0.810874,0.473745,3.708242,58.40625,62.375,49.664867,86.014816,1528.930054
1913,115.349297,10531.5625,210.170227,1735.144165,0.815136,0.47533,3.712384,58.40625,62.375,49.658737,86.169098,1531.163452
1914,115.382698,10529.78711,210.174683,1735.353882,0.816908,0.475312,3.70612,58.40625,62.375,49.650669,86.203194,1528.361938
1915,115.644753,10529.50293,210.136215,1735.315918,0.813457,0.473732,3.7065,58.40625,62.375,49.654488,86.036934,1530.551025
1916,115.652687,10527.80664,210.09787,1734.176147,0.810152,0.473651,3.716557,58.40625,62.375,49.656685,86.094681,1531.823853
1917,115.368057,10526.7041,210.221481,1735.652954,0.813831,0.474359,3.705885,58.40625,62.375,49.659374,86.018417,1529.10144
1918,115.5634,10526.16016,210.182037,1736.254883,0.810773,0.475751,3.709173,58.40625,62.375,49.667965,86.094528,1531.502563
1919,115.742676,10526.55859,210.059296,1736.13208,0.809907,0.474625,3.710446,58.40625,62.375,49.677414,86.098045,1531.74353
1920,115.060654,10527.87793,210.261078,1734.631104,0.81179,0.474606,3.707289,58.40625,62.375,49.673817,86.093575,1528.983032
1921,115.59787,10527.25781,210.028061,1733.962646,0.810351,0.474641,3.709297,58.40625,62.375,49.682152,85.999535,1531.34314
1922,115.928215,10527.29102,210.306015,1735.512085,0.811171,0.474551,3.712216,58.40625,62.375,49.68425,86.089752,1530.60498
1923,115.707321,10529.21582,210.055817,1734.417969,0.81476,0.475205,3.717668,58.40625,62.375,49.681774,86.074997,1534.440552
1924,115.438622,10531.63965,210.06633,1734.408081,0.811169,0.476794,3.716228,58.40625,62.375,49.682686,86.244049,1534.350952
1925,115.358269,10532.66992,210.241852,1734.963379,0.810212,0.474373,3.70753,58.40625,62.375,49.672909,86.154694,1529.807739
1926,115.44101,10529.05859,209.996536,1734.915039,0.811407,0.474612,3.702847,58.40625,62.375,49.670448,86.169701,1529.771606
1927,115.644012,10528.39356,210.211792,1734.682129,0.805856,0.475238,3.710633,58.40625,62.375,49.672691,86.168816,1531.211914
1928,115.726601,10527.2041,210.192368,1734.772217,0.810916,0.474404,3.711744,58.40625,62.375,49.676559,86.169479,1531.024658
1929,115.615021,10526.42285,210.036713,1734.131348,0.809482,0.475378,3.711591,58.40625,62.375,49.683437,86.173447,1533.426758
1930,115.471588,10526.69043,210.1539,1735.622314,0.811855,0.47627,3.700263,58.40625,62.375,49.686081,86.098282,1529.81665
1931,115.408455,10530.17773,210.01062,1735.509033,0.815224,0.475748,3.706891,58.40625,62.375,49.683884,86.151199,1531.157104
1932,115.513565,10530.01953,210.06311,1734.27124,0.812581,0.474786,3.700423,58.40625,62.375,49.670708,86.225174,1528.265747
1933,115.708946,10531.58496,210.038086,1735.29126,0.81015,0.474679,3.712434,58.40625,62.375,49.661453,86.018646,1531.380005
1934,115.730339,10530.4375,210.143555,1735.085449,0.806937,0.4748,3.713037,58.40625,62.375,49.661568,86.018341,1531.883423
1935,115.38665,10528.67871,210.089828,1735.810303,0.811171,0.475769,3.711274,58.40625,62.375,49.665524,86.094704,1531.328491
1936,115.805809,10525.92578,210.210739,1735.394165,0.81207,0.476117,3.717556,58.40625,62.375,49.655758,86.168816,1533.096924
1937,115.71006,10525.57129,210.086273,1735.459106,0.810843,0.475038,3.711381,58.40625,62.375,49.662266,86.243988,1530.659424
1938,115.903503,10529.65723,210.201813,1735.21167,0.812408,0.475043,3.710022,58.40625,62.375,49.666309,86.150299,1529.678711
1939,115.87677,10531.93262,210.206406,1734.027466,0.814747,0.474925,3.717972,58.40625,62.375,49.667858,86.093544,1535.238892
1940,115.727028,10530.17578,210.046661,1735.342651,0.81703,0.474613,3.714447,58.40625,62.375,49.669479,86.168816,1533.128052
1941,115.73951,10528.45117,210.140961,1735.702637,0.811377,0.474272,3.725813,58.40625,62.375,49.684811,86.098282,1537.321289
1942,115.952568,10525.12207,210.067917,1734.369873,0.810692,0.474826,3.710037,58.40625,62.375,49.690372,86.112091,1533.609619
1943,115.729591,10524.53223,210.151947,1734.255493,0.812947,0.472824,3.7145,58.40625,62.375,49.687088,86.112328,1534.15686
1944,115.671623,10525.36523,210.198227,1735.872925,0.815197,0.47484,3.71421,58.40625,62.375,49.693851,86.140289,1535.478027
1945,115.761887,10527.02246,210.253708,1734.786621,0.811519,0.474841,3.716699,58.40625,62.375,49.688995,86.150055,1535.418701
1946,115.57209,10527.99414,209.987305,1735.141602,0.811606,0.476012,3.713732,58.40625,62.375,49.680195,86.243782,1532.810547
1947,115.907722,10529.71484,210.183502,1734.341431,0.808115,0.474929,3.716723,58.40625,62.375,49.680405,86.173225,1535.222534
1948,116.066643,10530.53125,210.045044,1735.268921,0.806496,0.475148,3.715015,58.40625,62.375,49.689693,86.167725,1535.247192
1949,115.260498,10532.93457,210.126724,1734.64624,0.809835,0.47463,3.715422,58.40625,62.375,49.689674,86.183441,1533.829712
1950,115.862259,10530.95508,210.127945,1735.18042,0.809289,0.474325,3.716662,58.40625,62.375,49.688335,86.168816,1534.911621
1951,115.617638,10530.74707,210.028168,1735.153076,0.809099,0.474998,3.712545,58.40625,62.375,49.696301,86.093575,1532.615845
1952,115.89444,10528.58984,210.058365,1735.226196,0.812474,0.474879,3.718409,58.40625,62.375,49.691044,86.150009,1534.664673
1953,115.68454,10529.56836,210.228516,1735.317139,0.811484,0.475505,3.715251,58.40625,62.375,49.693424,86.075951,1533.376709
1954,116.160934,10529.61914,210.256958,1735.234375,0.812977,0.47563,3.722937,58.40625,62.375,49.696651,86.093796,1537.863403
1955,115.612595,10528.96582,210.09317,1734.889404,0.810425,0.475617,3.717798,58.40625,62.375,49.701031,86.164131,1535.03894
1956,116.280487,10528.63086,210.05896,1735.281616,0.811214,0.476204,3.717299,58.40625,62.375,49.692448,86.168533,1535.276733
1957,115.67556,10527.39746,210.116226,1735.058472,0.809927,0.475169,3.716872,58.40625,62.375,49.693382,86.107933,1535.871582
1958,116.24173,10525.61914,209.960052,1735.39856,0.811316,0.47582,3.71109,58.40625,62.375,49.68837,86.168747,1531.562988
1959,116.061325,10525.82227,210.144653,1735.29895,0.812879,0.474791,3.717537,58.40625,62.375,49.684738,86.164108,1534.294922
1960,115.762352,10525.67969,210.0186,1735.232544,0.814521,0.475036,3.709907,58.40625,62.375,49.681236,86.167702,1534.71106
1961,116.394836,10526.32031,210.209381,1734.994019,0.814573,0.475685,3.712252,58.40625,62.375,49.682682,86.172638,1531.925903
1962,115.757675,10527.88281,210.188324,1734.741455,0.816293,0.475962,3.710783,58.40625,62.375,49.689884,86.333389,1532.000366
1963,115.684784,10527.6084,210.258224,1734.664551,0.811007,0.47533,3.711448,58.40625,62.375,49.689754,86.22525,1531.871094
1964,115.809425,10531.67383,209.995163,1734.726929,0.809108,0.476115,3.711056,58.40625,62.375,49.688915,86.244049,1530.949951
1965,115.879684,10532.85742,209.989548,1735.029053,0.812523,0.476042,3.707816,58.40625,62.375,49.681557,86.094757,1531.868896
1966,115.959572,10532.23828,210.219147,1735.074219,0.810471,0.475675,3.70788,58.40625,62.375,49.67942,86.240509,1531.547241
1967,116.262207,10532.32227,210.076843,1735.207397,0.812167,0.475966,3.713368,58.40625,62.375,49.678757,86.262566,1533.165039
1968,116.093758,10529.62988,210.04776,1735.180054,0.813109,0.476381,3.708545,58.40625,62.375,49.665092,86.186501,1528.204956
1969,116.006035,10529.30273,210.079544,1734.974365,0.810079,0.473909,3.708081,58.40625,62.375,49.665493,86.097176,1532.861206
1970,115.705086,10525.38867,210.056793,1735.157715,0.807123,0.474726,3.719778,58.40625,62.375,49.671646,86.168762,1533.940186
1971,115.66819,10526.0625,210.033432,1735.097168,0.806278,0.47512,3.706665,58.40625,62.375,49.664322,86.168816,1531.491455
1972,116.07325,10526.13086,210.204849,1734.730103,0.810097,0.474965,3.709027,58.40625,62.375,49.678391,86.09446,1531.659302
1973,116.004768,10526.49512,210.096115,1734.678955,0.810593,0.476021,3.714395,58.40625,62.375,49.685078,86.094757,1533.656616
1974,115.776657,10530.53711,209.990112,1735.271362,0.813026,0.475757,3.714925,58.40625,62.375,49.682175,86.094482,1533.397461
1975,116.028831,10530.9375,210.205933,1734.489258,0.814441,0.475735,3.71964,58.40625,62.375,49.682827,86.226418,1537.206055
1976,115.984192,10532.42383,210.006958,1734.991455,0.812202,0.47638,3.723898,58.40625,62.375,49.68285,86.165306,1537.018066
1977,115.704826,10532.05469,210.265671,1734.825684,0.81411,0.475032,3.714992,58.40625,62.375,49.681259,86.243385,1532.670044
1978,115.906044,10528.19238,210.010391,1734.580566,0.812181,0.475185,3.719461,58.40625,62.375,49.665321,86.097191,1535.615356
1979,115.251862,10527.52734,210.079193,1734.906372,0.812432,0.476321,3.721179,58.40625,62.375,49.686913,86.093582,1531.965698
1980,116.331551,10525.16406,209.980103,1734.502197,0.805641,0.476218,3.712138,58.40625,62.375,49.691216,86.111214,1533.212402
1981,115.628548,10526.11133,210.034592,1735.036987,0.809349,0.475296,3.719514,58.40625,62.375,49.688053,86.295792,1535.626831
1982,116.111816,10526.64648,210.096466,1734.424805,0.810582,0.475731,3.71678,58.40625,62.375,49.700695,86.093513,1535.021729
1983,115.695389,10531.17285,210.105759,1734.291992,0.812944,0.474729,3.719772,58.40625,62.375,49.710995,86.164169,1536.693848
1984,116.478279,10531.85352,210.010178,1734.701294,0.813447,0.475428,3.709557,58.40625,62.375,49.701958,86.168556,1533.179443
1985,116.078957,10532.30859,210.008652,1734.290283,0.814733,0.47569,3.716914,58.40625,62.375,49.705544,86.319725,1533.252319
1986,116.132706,10531.83887,210.019577,1734.400146,0.810278,0.475529,3.709308,58.40625,62.375,49.715633,86.168816,1533.520874
1987,116.285545,10532.11523,210.153549,1734.938599,0.809459,0.475841,3.717434,58.40625,62.375,49.707626,86.18306,1532.932007
1988,116.061378,10529.49707,210.085052,1734.741089,0.812065,0.475527,3.71293,58.40625,62.375,49.686367,86.168854,1532.329468
1989,116.077805,10527.52539,210.088074,1734.172485,0.814855,0.474786,3.709221,58.40625,62.375,49.677509,86.168533,1532.366333
1990,115.742912,10525.33887,210.074341,1734.520142,0.810691,0.476017,3.712949,58.40625,62.375,49.675453,86.168816,1532.161987
1991,115.774269,10526.23242,210.122208,1734.601196,0.813052,0.476889,3.723161,58.40625,62.375,49.692795,86.173279,1536.314941
1992,115.879959,10525.8252,210.060196,1734.848633,0.812566,0.475811,3.727486,58.40625,62.375,49.685215,86.173225,1539.412476
1993,115.965042,10526.28027,210.020035,1734.820923,0.809744,0.476018,3.722836,58.40625,62.375,49.688095,86.314308,1537.134277
1994,116.048248,10525.40332,210.137741,1734.72998,0.811856,0.474569,3.717398,58.40625,62.375,49.676971,86.169716,1532.7948
1995,115.822189,10526.06836,209.972229,1734.7677,0.812288,0.474182,3.722939,58.40625,62.375,49.664017,86.03833,1535.795288
1996,116.108788,10529.6416,210.251694,1734.700928,0.809147,0.47471,3.723957,58.40625,62.375,49.665997,86.093582,1537.51709
1997,115.90168,10529,210.033691,1734.41394,0.810273,0.47372,3.724757,58.40625,62.375,49.658085,86.093575,1536.674683
1998,116.189484,10530.92871,210.197525,1735.076294,0.810251,0.474836,3.725624,58.40625,62.375,49.651134,86.037155,1534.990723
1999,116.387825,10532.88086,210.054703,1735.367554,0.811918,0.475777,3.720366,58.40625,62.375,49.658813,86.168816,1536.639526
2000,116.065163,10532.71387,209.957672,1735.113281,0.809331,0.474922,3.717565,58.40625,62.375,49.66143,86.27932,1535.294312
2001,115.899826,10532.76758,210.161194,1734.518066,0.810483,0.475619,3.726712,58.40625,62.375,49.637726,86.225227,1535.823364
2002,115.862434,10531.9541,210.099426,1735.049316,0.812993,0.475956,3.707922,58.40625,62.375,49.646603,86.168747,1529.584839
2003,115.99453,10532.0459,209.995804,1734.840454,0.812688,0.475326,3.730546,58.40625,62.375,49.636944,86.239372,1536.708618
2004,115.83799,10530.7002,210.180466,1734.671997,0.813852,0.475334,3.73205,58.40625,62.375,49.611332,86.037155,1536.689819
2005,116.282928,10528.66211,210.033493,1734.71582,0.811632,0.476102,3.717605,58.40625,62.375,49.624535,86.151405,1531.75647
2006,115.761223,10529.15332,210.289856,1735.025635,0.811459,0.475889,3.727984,58.40625,62.375,49.611046,86.093575,1536.280396
2007,115.429832,10528.69043,209.96698,1735.080322,0.810621,0.477117,3.719449,58.40625,62.375,49.604645,86.093582,1533.95166
2008,115.736961,10527.4375,210.095154,1735.46521,0.812946,0.476394,3.726959,58.40625,62.375,49.59264,86.023048,1533.310547
2009,116.092949,10525.83789,210.037903,1734.952393,0.813764,0.475294,3.721173,58.40625,62.375,49.591808,86.03627,1532.041138
2010,115.704323,10526.17969,210.139343,1734.981201,0.813792,0.476012,3.724048,58.40625,62.375,49.577003,86.169098,1531.192871
2011,116.011719,10526.28125,209.989212,1735.330322,0.813865,0.476701,3.719861,58.40625,62.375,49.5797,86.168869,1530.540405
2012,115.557098,10527.40625,210.138107,1734.769531,0.811971,0.476367,3.720569,58.40625,62.375,49.570457,86.088913,1531.552368
2013,115.348068,10528.96973,210.146118,1734.869873,0.812556,0.476512,3.728842,58.40625,62.375,49.584538,86.150009,1535.135498
2014,116.084511,10532.48047,210.225815,1735.251709,0.81469,0.47714,3.732499,58.40625,62.375,49.559975,86.094528,1535.54187
2015,115.844833,10531.99902,210.229752,1735.103394,0.812962,0.475489,3.724351,58.40625,62.375,49.564835,86.112396,1531.655762
2016,115.909576,10529.45996,210.106537,1735.224731,0.809598,0.474856,3.725002,58.40625,62.375,49.56007,86.055885,1532.556152
2017,116.132668,10528.58496,210.011505,1735.77002,0.811438,0.475443,3.74462,58.40625,62.375,49.559044,86.021927,1540.2854
2018,115.958191,10526.97754,210.058594,1735.454712,0.811049,0.474833,3.723914,58.40625,62.375,49.544258,86.075951,1530.206177
2019,116.127151,10525.32031,210.074036,1734.841431,0.81391,0.475219,3.72404,58.40625,62.375,49.54076,86.168594,1531.744507
2020,116.044327,10525.42773,210.141663,1735.078491,0.81118,0.475587,3.721014,58.40625,62.375,49.546173,86.182922,1528.356323
2021,116.073219,10527.3916,210.110657,1735.053955,0.81016,0.475733,3.731256,58.40625,62.375,49.550224,86.154762,1534.851807
2022,115.998077,10528.77539,210.148224,1734.979248,0.808198,0.476039,3.742993,58.40625,62.375,49.553307,86.019676,1536.756104
2023,116.120506,10529.72461,210.101852,1734.992798,0.80979,0.475808,3.73688,58.40625,62.375,49.521015,86.164108,1535.625977
2024,116.304291,10531.66504,210.06633,1734.508911,0.811302,0.475931,3.731509,58.40625,62.375,49.537354,86.173225,1532.992432
2025,115.822609,10532.91113,210.011017,1735.0448,0.809874,0.475968,3.714554,58.40625,62.375,49.511093,86.098007,1526.353149
2026,116.024933,10533.60156,210.179199,1735.109497,0.813077,0.475611,3.727595,58.40625,62.375,49.507416,86.093575,1530.084961
2027,116.248459,10532.5127,210.004608,1735.220215,0.81467,0.475575,3.716784,58.40625,62.375,49.497082,86.093307,1525.079834
2028,116.27317,10531.56543,210.031189,1734.980957,0.812281,0.476256,3.735337,58.40625,62.375,49.490673,86.164192,1532.917725
2029,116.273064,10530.87012,210.082855,1735.015137,0.812439,0.475503,3.732223,58.40625,62.375,49.496315,86.167656,1530.707764
2030,116.133751,10529.62402,210.206848,1735.064575,0.813137,0.476143,3.743321,58.40625,62.375,49.490692,86.151184,1536.251343
2031,115.822624,10525.71387,210.026276,1735.033325,0.80948,0.475055,3.730884,58.40625,62.375,49.475132,86.319,1528.765625
2032,115.961601,10526.05859,210.209824,1735.010132,0.812135,0.474872,3.714385,58.40625,62.375,49.468018,86.226433,1522.031372
2033,115.598358,10524.71094,209.97612,1735.567627,0.813083,0.475303,3.729346,58.40625,62.375,49.450706,86.239571,1525.430176
2034,115.7453,10526.37402,210.289291,1735.311035,0.812498,0.474999,3.737738,58.40625,62.375,49.458107,86.150299,1532.294434
2035,115.889236,10526.52734,209.997406,1735.306885,0.8113,0.474819,3.730385,58.40625,62.375,49.440067,86.088943,1526.600708
2036,115.650192,10526.79785,210.163391,1734.878296,0.808774,0.474922,3.73149,58.40625,62.375,49.444225,86.093307,1527.5177
2037,116.171455,10530.61621,210.160858,1734.909546,0.809682,0.476733,3.736505,58.40625,62.375,49.449562,86.07505,1531.730713
2038,115.935127,10531.58398,210.154099,1735.252441,0.812239,0.474876,3.744449,58.40625,62.375,49.413906,86.168816,1531.451904
2039,115.601921,10531.86328,210.010071,1735.087402,0.813099,0.474487,3.728908,58.40625,62.375,49.404438,86.089172,1524.652832
2040,116.12442,10529.39258,210.308319,1734.997803,0.811614,0.475035,3.740021,58.40625,62.375,49.411236,86.154694,1531.914429
2041,116.576904,10526.04981,210.043106,1735.063965,0.811485,0.476417,3.741117,58.40625,62.375,49.402863,86.098274,1530.231812
2042,116.404617,10526.71973,210.215591,1735.064575,0.807271,0.476405,3.721349,58.40625,62.375,49.399902,86.244049,1521.914673
2043,115.957687,10526.32031,210.016663,1735.202148,0.808959,0.475219,3.72358,58.40625,62.375,49.392334,86.258163,1523.225586
2044,116.076233,10527.03027,210.1073,1734.822998,0.805188,0.476233,3.733897,58.40625,62.375,49.379478,86.173294,1525.244873
2045,115.946442,10530.30859,210.039963,1734.810913,0.811146,0.476522,3.734192,58.40625,62.375,49.368919,86.168762,1527.189575
2046,115.888947,10532.36328,210.15535,1734.732544,0.809519,0.475248,3.740067,58.40625,62.375,49.371304,86.17263,1527.861938
2047,116.025284,10532.56152,210.017105,1735.041382,0.808877,0.476192,3.740402,58.40625,62.375,49.36652,86.151253,1527.490601
2048,115.927254,10531.88379,210.275101,1734.918701,0.810465,0.477175,3.743266,58.40625,62.375,49.342655,86.182922,1528.297119
2049,116.158943,10531.47461,210.076172,1735.302612,0.809239,0.475931,3.71507,58.40625,62.375,49.345577,86.18763,1516.076904
2050,115.689758,10528.30664,210.024078,1734.880493,0.811893,0.47707,3.728392,58.40625,62.375,49.355194,86.300476,1521.83606
2051,115.789886,10528.19922,210.147888,1735.051514,0.810684,0.478164,3.727513,58.40625,62.375,49.365284,86.244659,1522.519165
2052,116.035614,10525.58398,210.014374,1734.627441,0.812086,0.479341,3.741011,58.40625,62.375,49.355885,86.239647,1529.753174
2053,115.898781,10524.78906,210.050308,1734.896851,0.813125,0.476988,3.738793,58.40625,62.375,49.35498,86.239639,1524.617432
2054,115.916328,10525.76465,210.112595,1735.548462,0.8101,0.475867,3.726745,58.40625,62.375,49.350555,86.168839,1523.570435
