all time stamps are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred,all sensor labled are blurred
,C1,B2,A1,A2,B3,D1,Y,B1(MV),C2(MV),D3,D2,Z
3932,115.120667,10530.06836,211.038391,1734.848389,0.822657,0.476749,3.681311,58.40625,62.375,49.596802,85.491669,1517.068115
3933,115.105865,10529.30078,211.060852,1735.167969,0.825031,0.477993,3.693568,58.40625,62.375,49.603676,85.491608,1522.421021
3934,114.840958,10528.78418,211.120331,1735.059692,0.825606,0.477201,3.695862,58.40625,62.375,49.593384,85.439674,1522.441895
3935,115.2118,10529.6084,211.026733,1734.56604,0.82928,0.476957,3.689709,58.40625,62.375,49.567822,85.398773,1517.291992
3936,115.216248,10529.48633,211.042984,1734.68042,0.823431,0.47717,3.688501,58.40625,62.375,49.563358,85.416458,1516.527344
3937,115.400246,10529.53906,211.175629,1735.267456,0.819385,0.477495,3.686632,58.40625,62.375,49.567417,85.472878,1516.995239
3938,115.320709,10524.50977,211.030533,1734.718384,0.822399,0.47745,3.691378,58.40625,62.375,49.576118,85.509315,1516.775757
3939,115.253174,10529.29395,211.070923,1735.369263,0.825697,0.477847,3.683328,58.40625,62.375,49.572948,85.656326,1517.198608
3940,115.099159,10529.45606,211.131134,1735.411133,0.825084,0.47801,3.694329,58.40625,62.375,49.57288,85.792633,1519.280151
3941,115.192268,10529.53711,211.065994,1735.124023,0.823999,0.477024,3.691716,58.40625,62.375,49.56279,85.716286,1517.315918
3942,115.184593,10529.42871,210.98175,1735.088013,0.820442,0.477434,3.679378,58.40625,62.375,49.573151,85.66098,1513.969238
3943,115.038994,10530.83203,211.050354,1734.701294,0.818834,0.478106,3.689317,58.40625,62.375,49.576595,85.64283,1516.945679
3944,114.876114,10529.94043,211.027359,1735.487671,0.822486,0.477267,3.686953,58.40625,62.375,49.569279,85.642181,1517.226318
3945,115.341484,10529.39844,211.107422,1734.411133,0.819951,0.476176,3.684874,58.40625,62.375,49.568272,85.571609,1515.700806
3946,115.416191,10527.16113,211.073059,1734.936279,0.819047,0.476693,3.680541,58.40625,62.375,49.571999,85.496117,1514.741211
3947,115.350662,10529.70606,211.113327,1735.25769,0.822031,0.479266,3.687396,58.40625,62.375,49.581985,85.624237,1517.744995
3948,115.357323,10529.59863,211.133698,1734.874268,0.820459,0.479001,3.684415,58.40625,62.375,49.582748,85.566925,1515.722534
3949,115.536133,10528.79395,211.173874,1734.7052,0.819727,0.478972,3.685534,58.40625,62.375,49.591835,85.712715,1517.75061
3950,115.439445,10529.5166,211.152908,1735.352783,0.822486,0.477499,3.693473,58.40625,62.375,49.592007,85.656227,1519.999634
3951,115.443359,10528.875,211.170639,1735.092651,0.815226,0.476376,3.685898,58.40625,62.375,49.501541,85.792633,1514.156372
3952,115.32029,10529.0625,211.131165,1734.697632,0.816476,0.476907,3.686148,58.40625,62.375,49.629654,85.7174,1518.170898
3953,115.578789,10529.85742,211.057266,1734.879028,0.817355,0.47711,3.689177,58.40625,62.375,49.601044,85.7174,1520.77771
3954,115.102219,10529.46094,211.172729,1735.228882,0.817046,0.477616,3.696313,58.40625,62.375,49.590687,85.712761,1518.814087
3955,115.607658,10529.28027,211.083542,1734.745483,0.817969,0.478229,3.6876,58.40625,62.375,49.587006,85.552757,1519.735352
3956,115.615891,10529.3125,211.092484,1734.897461,0.818174,0.477922,3.689357,58.40625,62.375,49.590561,85.725349,1518.153687
3957,115.316818,10525.44043,211.076019,1735.208618,0.817291,0.477264,3.690193,58.40625,62.375,49.590809,85.791458,1518.312988
3958,115.2342,10529.18359,211.115158,1734.660767,0.820172,0.477454,3.693703,58.40625,62.375,49.598221,85.642097,1520.078369
3959,115.36348,10526.38867,211.0923,1735.279175,0.815742,0.477009,3.674945,58.40625,62.375,49.607487,85.642136,1513.987183
3960,115.422295,10529.73535,211.028397,1734.86084,0.817472,0.476069,3.689404,58.40625,62.375,49.609573,85.6474,1520.300781
3961,115.191452,10529.71289,211.11734,1735.508789,0.816731,0.477127,3.699413,58.40625,62.375,49.607662,85.712692,1521.80835
3962,115.328186,10529.69922,211.058945,1734.921143,0.819218,0.477541,3.682456,58.40625,62.375,49.623856,85.773827,1517.942993
3963,115.421097,10527.7002,211.087906,1735.170288,0.817654,0.475791,3.680552,58.40625,62.375,49.619808,85.735329,1517.852173
3964,115.210472,10529.10547,211.085083,1735.61438,0.820723,0.475863,3.689003,58.40625,62.375,49.623203,85.853737,1518.479004
3965,115.306282,10530.10156,211.044571,1735.379639,0.81967,0.475426,3.687811,58.40625,62.375,49.624725,85.792633,1521.12085
3966,115.34034,10529.44727,211.022095,1735.305664,0.813781,0.476444,3.686959,58.40625,62.375,49.614506,85.787956,1519.757446
3967,115.240227,10527.34082,211.027435,1735.029663,0.811949,0.476408,3.689549,58.40625,62.375,49.613026,85.549294,1520.072266
3968,114.739403,10529.23047,211.183731,1735.572754,0.818661,0.476373,3.692343,58.40625,62.375,49.618282,85.787933,1522.088989
3969,115.309837,10529.93262,211.016876,1735.085938,0.814811,0.476607,3.692811,58.40625,62.375,49.622456,85.71299,1521.296631
3970,115.40506,10529.61621,211.009415,1735.762085,0.819686,0.474905,3.687484,58.40625,62.375,49.626881,85.720924,1519.944336
3971,115.346039,10528.94141,211.133072,1734.953125,0.816581,0.474805,3.684851,58.40625,62.375,49.625622,85.791481,1519.628174
3972,115.075119,10529.93262,211.115311,1735.34436,0.819412,0.476173,3.686547,58.40625,62.375,49.63702,85.717392,1520.124756
3973,114.755623,10529.19141,211.096695,1735.051758,0.82119,0.475174,3.678073,58.40625,62.375,49.649418,85.718506,1516.70813
3974,115.049141,10529.15039,211.037109,1735.024658,0.82394,0.475617,3.664489,58.40625,62.375,49.647537,85.717155,1509.91333
3975,115.62722,10529.66504,211.122757,1735.340332,0.823892,0.4752,3.693283,58.40625,62.375,49.661209,85.642166,1522.855957
3976,115.106621,10529.45606,211.076874,1735.79895,0.816986,0.475511,3.695016,58.40625,62.375,49.667336,85.920769,1524.439331
3977,115.167923,10526.06152,211.09256,1735.631226,0.819198,0.47535,3.68522,58.40625,62.375,49.681847,85.810265,1522.223389
3978,115.383789,10529.59082,211.08223,1735.814331,0.822084,0.47549,3.675444,58.40625,62.375,49.691795,85.661041,1519.337524
3979,114.807922,10525.12793,211.068298,1735.338867,0.815249,0.474252,3.67097,58.40625,62.375,49.704315,86.04158,1517.647705
3980,114.581985,10529.06738,211.205658,1735.502197,0.816564,0.474003,3.679745,58.40625,62.375,49.705135,85.871689,1522.129883
3981,115.09861,10529.49414,211.077698,1735.520264,0.820099,0.474896,3.679303,58.40625,62.375,49.71035,85.943993,1520.718018
3982,114.981377,10529.2002,211.123169,1735.817505,0.818345,0.472127,3.669698,58.40625,62.375,49.710903,85.99958,1516.307373
3983,115.177414,10529.20703,211.151093,1735.954102,0.818101,0.47352,3.668663,58.40625,62.375,49.699722,85.867874,1516.880859
3984,115.24617,10528.61719,211.105331,1735.980591,0.817926,0.47317,3.671872,58.40625,62.375,49.689438,85.961914,1515.702148
3985,115.057449,10529.20215,211.02533,1733.980835,0.821793,0.474177,3.668805,58.40625,62.375,49.686222,86.019257,1513.806274
3986,115.359718,10529.20117,211.154343,1735.02417,0.824981,0.474276,3.671803,58.40625,62.375,49.686302,85.850304,1516.001465
3987,115.02951,10529.26367,211.239334,1734.820679,0.824447,0.474906,3.672431,58.40625,62.375,49.682552,85.868767,1514.943237
3988,115.200012,10529.54785,211.023392,1735.618652,0.826382,0.47594,3.674176,58.40625,62.375,49.679283,85.778244,1516.155273
3989,114.824112,10529.04102,211.044281,1734.663452,0.819512,0.474843,3.672464,58.40625,62.375,49.679379,86.013885,1516.370239
3990,115.258484,10528.65332,211.102829,1735.424194,0.81669,0.47598,3.67116,58.40625,62.375,49.677155,85.792633,1516.000977
3991,115.275879,10529.15723,211.140671,1734.949585,0.821136,0.475494,3.672873,58.40625,62.375,49.687599,85.792336,1516.077759
3992,115.004105,10528.54004,211.091522,1735.067871,0.822094,0.476027,3.669443,58.40625,62.375,49.692631,85.787994,1516.532471
3993,115.169945,10529.85645,211.033554,1735.077637,0.820157,0.477166,3.676978,58.40625,62.375,49.689453,85.64222,1519.301392
3994,115.647293,10528.95996,211.100998,1735.340576,0.823209,0.47648,3.678261,58.40625,62.375,49.690109,85.646858,1518.983887
3995,115.053596,10529.64844,211.218002,1735.203003,0.819898,0.476581,3.664308,58.40625,62.375,49.697948,85.643044,1512.927612
3996,115.116096,10528.55664,211.047028,1734.762817,0.822083,0.474988,3.676637,58.40625,62.375,49.713589,85.5149,1520.905518
3997,115.142342,10528.46875,211.047943,1735.924561,0.818286,0.47426,3.674081,58.40625,62.375,49.719391,85.416527,1517.991089
3998,115.256195,10528.57129,211.033356,1734.568115,0.819968,0.473492,3.671811,58.40625,62.375,49.725266,85.56694,1516.873291
3999,115.771759,10529.24023,211.143829,1735.073608,0.823213,0.474376,3.677128,58.40625,62.375,49.727695,85.642159,1518.694336
4000,115.443718,10531.63477,211.144577,1735.040039,0.82158,0.47408,3.670615,58.40625,62.375,49.724468,85.56781,1517.872681
4001,115.101898,10528.36914,211.12352,1735.407349,0.81986,0.473518,3.672476,58.40625,62.375,49.724709,85.656525,1518.787842
4002,114.949074,10529.08398,211.069733,1735.117065,0.818766,0.474298,3.670031,58.40625,62.375,49.73061,85.713867,1516.373901
4003,115.294846,10529.34277,211.138489,1735.089111,0.819407,0.475016,3.671131,58.40625,62.375,49.739635,85.505814,1518.302124
4004,115.55793,10528.81641,211.062057,1734.959473,0.821246,0.474372,3.664139,58.40625,62.375,49.747227,85.638634,1516.067139
4005,115.37487,10529.13672,211.080276,1734.207764,0.821251,0.475339,3.679066,58.40625,62.375,49.74445,85.492874,1522.053467
4006,115.136658,10529.1084,211.124847,1734.39502,0.820145,0.474616,3.672302,58.40625,62.375,49.739559,85.487297,1517.906738
4007,114.822159,10529.21094,211.163651,1735.207642,0.822489,0.474642,3.675086,58.40625,62.375,49.748135,85.641068,1521.247314
4008,115.686012,10529.27832,211.084656,1735.195435,0.820609,0.476258,3.672746,58.40625,62.375,49.740612,85.491699,1519.098389
4009,115.335342,10529.55664,211.111023,1735.525269,0.819629,0.477306,3.672881,58.40625,62.375,49.742329,85.646584,1520.129272
4010,115.37368,10529.91895,211.107544,1734.269409,0.816839,0.47667,3.672236,58.40625,62.375,49.745026,85.698578,1518.305176
4011,114.909431,10529.50879,211.101212,1735.020142,0.82206,0.477043,3.66642,58.40625,62.375,49.746231,85.642113,1516.298096
4012,115.11953,10529.64746,211.099564,1735.276123,0.818443,0.476916,3.669845,58.40625,62.375,49.745438,85.716232,1520.636475
4013,115.414169,10529.17773,211.053009,1735.430908,0.821752,0.475175,3.671134,58.40625,62.375,49.752186,85.637474,1518.812378
4014,115.354675,10529.56543,211.181061,1733.89209,0.815746,0.47544,3.670692,58.40625,62.375,49.760773,85.566925,1519.068726
4015,115.307556,10529.36914,211.071152,1734.556763,0.814156,0.475752,3.66427,58.40625,62.375,49.75412,85.491417,1517.16394
4016,115.014885,10528.92578,211.100586,1735.464233,0.816831,0.474371,3.662541,58.40625,62.375,49.758194,85.473175,1516.285278
4017,115.074974,10529.42481,211.181946,1734.87561,0.818463,0.474406,3.666291,58.40625,62.375,49.749523,85.491676,1517.721069
4018,115.384628,10529.68848,211.074097,1734.651733,0.812373,0.473331,3.670053,58.40625,62.375,49.751469,85.637451,1517.866455
4019,115.435394,10528.25098,211.080704,1734.035889,0.814809,0.47386,3.656067,58.40625,62.375,49.750641,85.642159,1515.098999
4020,115.411133,10530.11035,211.140854,1734.119263,0.819206,0.474167,3.665129,58.40625,62.375,49.750168,85.584297,1514.924194
4021,115.673729,10529.06348,211.13002,1735.906372,0.816963,0.475186,3.655003,58.40625,62.375,49.763172,85.566994,1514.220825
4022,115.356621,10529.77832,211.120331,1734.180176,0.815398,0.474661,3.65957,58.40625,62.375,49.771061,85.568092,1514.862793
4023,115.003273,10529.43848,211.081451,1734.582642,0.817106,0.474393,3.666682,58.40625,62.375,49.778366,85.642166,1518.359253
4024,115.436211,10528.88086,211.119324,1735.905884,0.817987,0.475217,3.659287,58.40625,62.375,49.784054,85.642136,1512.144043
4025,115.569817,10529.62891,211.034973,1735.045898,0.817434,0.475764,3.665646,58.40625,62.375,49.80117,85.7174,1519.030518
4026,115.257843,10528.57422,211.111755,1734.28064,0.816068,0.474828,3.662812,58.40625,62.375,49.81279,85.73056,1518.871948
4027,115.498215,10529.79981,211.083588,1734.453735,0.817627,0.47577,3.655902,58.40625,62.375,49.82061,85.64222,1516.235596
4028,114.83152,10529.34473,211.047668,1735.439209,0.814687,0.475487,3.658613,58.40625,62.375,49.818745,85.495506,1517.620605
4029,115.426933,10529.43164,211.130661,1735.294678,0.816069,0.475515,3.657401,58.40625,62.375,49.814896,85.472946,1515.287964
4030,114.909744,10529.56641,211.100433,1734.786743,0.82027,0.476213,3.659324,58.40625,62.375,49.808437,85.639511,1516.900635
4031,115.401016,10529.93457,211.063812,1734.813965,0.821569,0.475422,3.662746,58.40625,62.375,49.814472,85.627991,1518.345581
4032,115.619179,10529.37207,211.064941,1735.309082,0.821085,0.475521,3.65946,58.40625,62.375,49.815453,85.63636,1517.607788
4033,115.448799,10529.34375,211.241547,1735.073608,0.819327,0.475974,3.656415,58.40625,62.375,49.826393,85.5672,1516.352783
4034,115.11322,10529.38867,211.118515,1734.843262,0.82266,0.476686,3.663913,58.40625,62.375,49.838833,85.566994,1520.877808
4035,115.279228,10529.40723,211.08461,1735.043457,0.822243,0.475605,3.655876,58.40625,62.375,49.841618,85.661041,1515.713745
4036,115.642372,10529.5,211.017242,1734.732544,0.823386,0.476484,3.659043,58.40625,62.375,49.835533,85.566994,1519.979858
4037,115.171913,10528.34473,211.113083,1734.677246,0.82319,0.475317,3.659121,58.40625,62.375,49.8405,85.566917,1518.298706
4038,115.146507,10529.37598,211.121002,1734.799316,0.826789,0.476197,3.665141,58.40625,62.375,49.848545,85.637741,1521.975708
4039,115.117737,10529.36133,211.179321,1735.476685,0.824336,0.476503,3.65624,58.40625,62.375,49.855312,85.566917,1518.25708
4040,115.085403,10528.77148,211.078049,1734.469971,0.823525,0.475625,3.663361,58.40625,62.375,49.864479,85.549065,1522.532959
4041,115.187653,10529.68359,211.06662,1734.94873,0.825889,0.475058,3.66752,58.40625,62.375,49.855556,85.491745,1520.998901
4042,115.17878,10529.37402,211.050156,1735.046875,0.820919,0.47531,3.664441,58.40625,62.375,49.847767,85.565826,1522.356323
4043,115.220879,10529.55664,211.072144,1734.936523,0.81986,0.476285,3.664081,58.40625,62.375,49.85083,85.566917,1520.177979
4044,115.179649,10529.41016,211.057144,1735.273926,0.81807,0.475512,3.665097,58.40625,62.375,49.85268,85.642166,1522.076416
4045,115.125755,10529.24414,211.043945,1734.653931,0.818906,0.475416,3.664455,58.40625,62.375,49.864391,85.49617,1523.682251
4046,115.198875,10529.25391,211.065903,1734.986572,0.820649,0.474074,3.657249,58.40625,62.375,49.867432,85.566696,1519.914795
4047,115.075554,10529.87012,211.164886,1734.630493,0.817451,0.473797,3.655688,58.40625,62.375,49.853077,85.43087,1519.95874
4048,115.111862,10528.44141,211.083618,1734.340332,0.818367,0.474734,3.657646,58.40625,62.375,49.865131,85.659523,1519.19519
4049,115.245232,10528.1875,211.028275,1734.438599,0.819203,0.473655,3.655278,58.40625,62.375,49.872147,85.567802,1518.875977
4050,115.207657,10529.17578,211.276901,1734.968018,0.81624,0.474254,3.659133,58.40625,62.375,49.876606,85.495888,1520.010864
4051,115.645302,10529.27539,211.201859,1734.933716,0.820773,0.475052,3.657639,58.40625,62.375,49.883228,85.627762,1521.248291
4052,115.177643,10529.31836,211.119705,1734.268433,0.821679,0.474683,3.66024,58.40625,62.375,49.889835,85.626877,1520.987427
4053,115.460762,10528.86035,211.170715,1735.151733,0.818666,0.473658,3.657563,58.40625,62.375,49.897751,85.642159,1520.939087
4054,115.470909,10529.59473,211.048889,1734.653931,0.818753,0.474185,3.653908,58.40625,62.375,49.907726,85.717621,1520.177246
4055,115.435326,10529.59766,211.064331,1734.225464,0.819487,0.475522,3.663023,58.40625,62.375,49.916431,85.675026,1522.928955
4056,115.027771,10529.4375,211.144684,1734.165039,0.821926,0.475509,3.657547,58.40625,62.375,49.935421,85.712921,1522.320068
4057,114.810089,10525.33984,211.14032,1734.920898,0.823863,0.474131,3.656616,58.40625,62.375,49.938255,85.585732,1522.611816
4058,115.341042,10529.30273,211.069519,1734.233276,0.822944,0.475165,3.660149,58.40625,62.375,49.931839,85.624535,1523.062622
4059,115.124466,10528.9541,211.067245,1734.501709,0.822025,0.474237,3.656053,58.40625,62.375,49.936035,85.792862,1522.178345
4060,115.064774,10527.79297,211.154251,1734.749268,0.819861,0.474229,3.657006,58.40625,62.375,49.939819,85.64209,1523.074341
4061,114.858864,10529.51758,211.1185,1734.609253,0.823444,0.474289,3.659279,58.40625,62.375,49.94434,85.586777,1523.86853
4062,115.189034,10530.97266,211.09346,1734.445435,0.823296,0.473881,3.660198,58.40625,62.375,49.952091,85.492844,1524.003052
4063,115.19902,10529.35254,211.048813,1734.973267,0.822727,0.474348,3.653331,58.40625,62.375,49.948666,85.491692,1523.450562
4064,114.832268,10529.27246,211.089447,1734.576294,0.823436,0.47552,3.665606,58.40625,62.375,49.953434,85.581032,1526.602295
4065,114.90847,10529.24512,211.175797,1734.768311,0.824179,0.475905,3.663785,58.40625,62.375,49.95892,85.642181,1524.99585
4066,115.399384,10529.99414,211.093414,1735.002686,0.824956,0.47539,3.655561,58.40625,62.375,49.96043,85.712692,1523.294556
4067,115.409592,10524.40723,211.205414,1734.642334,0.824584,0.475797,3.660336,58.40625,62.375,49.962822,85.717392,1525.953857
4068,114.818748,10529.44922,211.01976,1735.302612,0.824681,0.474292,3.660811,58.40625,62.375,49.966534,85.752663,1526.141968
4069,115.020164,10528.91602,211.062912,1734.512207,0.826641,0.474275,3.666737,58.40625,62.375,49.965775,85.566917,1530.744995
4070,115.335587,10529.41113,211.08432,1735.355591,0.825504,0.475212,3.659971,58.40625,62.375,49.951126,85.566925,1524.742188
4071,114.978264,10528.96484,211.176773,1734.575195,0.825219,0.475773,3.663245,58.40625,62.375,49.968311,85.712761,1526.437866
4072,114.876427,10529.48242,211.015625,1734.911377,0.824007,0.475727,3.659665,58.40625,62.375,49.969654,85.571602,1525.476318
4073,114.860199,10529.45215,211.12619,1734.823242,0.825534,0.47497,3.65994,58.40625,62.375,49.980522,85.566925,1525.20166
4074,115.221184,10529.26172,211.072357,1735.296875,0.82228,0.475116,3.656241,58.40625,62.375,49.978638,85.571335,1524.403687
4075,115.41806,10529.69238,211.075058,1735.223755,0.820033,0.474574,3.657811,58.40625,62.375,49.981564,85.643318,1526.097778
4076,115.00573,10527.83594,210.975357,1735.147461,0.818969,0.47391,3.656797,58.40625,62.375,49.987614,85.713867,1523.993286
4077,115.55719,10529.61621,211.066345,1735.40332,0.820531,0.472279,3.667931,58.40625,62.375,50.000633,85.717415,1530.702148
4078,115.583847,10529.45898,211.126541,1734.81958,0.823571,0.471167,3.658841,58.40625,62.375,50.001686,85.792648,1525.366821
4079,115.194794,10529.46582,211.025681,1734.496826,0.820126,0.473001,3.660493,58.40625,62.375,49.99445,85.792633,1525.862793
4080,115.153603,10529.73633,211.102982,1734.400513,0.817362,0.474634,3.665572,58.40625,62.375,50.001053,85.641113,1530.04248
4081,115.33577,10528.86523,211.143143,1735.220337,0.821299,0.474263,3.662037,58.40625,62.375,50.001869,85.717415,1526.650024
4082,115.248085,10529.69238,210.99115,1734.634888,0.823243,0.473597,3.657537,58.40625,62.375,50.023808,85.642159,1527.408447
4083,115.206924,10529.2041,211.152496,1735.262695,0.823423,0.474682,3.656758,58.40625,62.375,50.031693,85.563385,1527.792847
4084,114.95034,10528.81348,211.189117,1734.80481,0.823559,0.474215,3.656365,58.40625,62.375,50.029213,85.571335,1526.796265
4085,115.128815,10529.84375,211.000778,1735.19873,0.822827,0.474089,3.651355,58.40625,62.375,50.039722,85.642136,1526.568848
4086,114.991669,10529.45117,211.136353,1735.180054,0.822953,0.473728,3.637879,58.40625,62.375,50.040298,85.566872,1523.000488
4087,115.086159,10529.39844,211.152985,1735.373901,0.826791,0.475004,3.646537,58.40625,62.375,50.042892,85.510231,1522.860352
4088,115.243187,10528.21973,211.184616,1734.827148,0.823296,0.474101,3.644778,58.40625,62.375,50.043949,85.491692,1520.380737
4089,115.445236,10529.21289,211.027405,1735.524658,0.824273,0.474811,3.646928,58.40625,62.375,50.046677,85.703079,1523.287231
4090,115.179405,10529.29102,211.137817,1734.959961,0.822228,0.474061,3.648702,58.40625,62.375,50.050343,85.718506,1524.376343
4091,115.065651,10528.97461,211.133301,1735.071411,0.821989,0.475794,3.656291,58.40625,62.375,50.052837,85.645691,1527.787354
4092,114.874466,10529.59961,211.017929,1734.930664,0.824409,0.476215,3.642534,58.40625,62.375,50.060829,85.7174,1525.170654
4093,115.124504,10529.33008,210.983475,1734.807617,0.823802,0.475126,3.651672,58.40625,62.375,50.061016,85.684547,1528.60437
4094,115.274307,10529.38867,211.061829,1734.898071,0.82281,0.47474,3.642024,58.40625,62.375,50.064796,85.717453,1523.91748
4095,115.029533,10529.45606,211.05101,1735.213013,0.822651,0.473687,3.645367,58.40625,62.375,50.084,85.646797,1525.466187
4096,114.887245,10529.17773,211.125977,1735.427856,0.8208,0.474848,3.642631,58.40625,62.375,50.098305,85.642166,1525.41272
4097,114.909401,10528.83594,211.106506,1734.842773,0.824275,0.473236,3.648052,58.40625,62.375,50.113625,85.84906,1527.599854
4098,115.077415,10529.50586,211.142944,1734.78064,0.823881,0.474401,3.645718,58.40625,62.375,50.120258,85.792633,1529.477417
4099,115.358505,10525.02539,210.967773,1735.121094,0.825307,0.476014,3.64659,58.40625,62.375,50.114594,85.717346,1527.644531
4100,115.425751,10528.23731,211.141815,1734.686768,0.822854,0.475466,3.64964,58.40625,62.375,50.116852,85.568092,1528.631958
4101,115.149353,10528.04883,211.031097,1734.718628,0.824266,0.476326,3.638909,58.40625,62.375,50.11797,85.64624,1524.949097
4102,114.891945,10529.46289,211.073029,1735.266235,0.825517,0.475901,3.648517,58.40625,62.375,50.121708,85.642166,1526.516113
4103,115.037132,10529.15039,211.081192,1734.674316,0.827253,0.476653,3.65686,58.40625,62.375,50.124779,85.638634,1531.560913
4104,115.454369,10529.27539,210.995407,1734.743164,0.824531,0.47619,3.643962,58.40625,62.375,50.133125,85.570709,1526.783569
4105,115.391159,10528.36133,211.141235,1734.633423,0.823905,0.474527,3.650138,58.40625,62.375,50.144997,85.698662,1530.234131
4106,115.069901,10529.65137,210.978317,1735.349731,0.820319,0.474425,3.648458,58.40625,62.375,50.155319,85.567146,1530.594971
4107,114.785599,10528.2334,211.096237,1734.866699,0.824654,0.475199,3.650131,58.40625,62.375,50.169174,85.477364,1530.141724
4108,115.034294,10528.75879,211.058517,1734.376221,0.823475,0.475807,3.650477,58.40625,62.375,50.167252,85.566917,1530.614502
4109,115.401131,10529.22363,211.174164,1735.177612,0.825069,0.477535,3.639121,58.40625,62.375,50.172886,85.638634,1528.061157
4110,115.150909,10528.91016,211.198807,1735.04834,0.823273,0.477294,3.645337,58.40625,62.375,50.187881,85.641571,1529.80127
4111,114.860046,10528.64746,211.165741,1734.958862,0.822382,0.477255,3.640959,58.40625,62.375,50.192307,85.642311,1529.973145
4112,115.253876,10529.07129,211.143158,1734.7323,0.823735,0.478543,3.637515,58.40625,62.375,50.188213,85.717178,1527.01062
4113,115.500702,10529.25781,211.044479,1734.90332,0.823283,0.476796,3.63982,58.40625,62.375,50.180401,85.71389,1525.911377
4114,114.747871,10528.06836,211.072128,1735.40979,0.822791,0.47664,3.649057,58.40625,62.375,50.19054,85.71386,1530.968628
4115,114.941315,10528.13867,211.068832,1735.542603,0.822494,0.474746,3.646615,58.40625,62.375,50.191319,85.774101,1528.197876
4116,115.475525,10528.63477,211.123444,1735.358765,0.821257,0.474714,3.639263,58.40625,62.375,50.195091,85.7174,1527.588379
4117,115.012375,10528.7627,211.206253,1734.904785,0.823933,0.474398,3.641049,58.40625,62.375,50.199596,85.792412,1528.37439
4118,115.047676,10528.42969,211.120041,1735.24707,0.824708,0.47463,3.644682,58.40625,62.375,50.194702,85.581093,1529.404785
4119,115.252754,10528.49707,211.0439,1734.96167,0.824213,0.475091,3.642737,58.40625,62.375,50.195431,85.640999,1529.382202
4120,115.534737,10528.26367,211.057114,1734.829346,0.820894,0.475125,3.647453,58.40625,62.375,50.1959,85.64238,1531.21814
4121,114.961777,10528.18457,211.054703,1734.990967,0.821862,0.474879,3.639186,58.40625,62.375,50.213707,85.774124,1528.748169
4122,115.057899,10529.1709,211.087891,1734.970215,0.824047,0.474316,3.643212,58.40625,62.375,50.216385,85.5811,1532.186401
4123,115.077705,10529.12109,211.086502,1734.905518,0.824151,0.47479,3.63058,58.40625,62.375,50.217476,85.77507,1526.473755
4124,115.038429,10528.1377,211.158127,1734.485107,0.823065,0.474671,3.647866,58.40625,62.375,50.223209,85.566902,1532.425903
4125,115.039772,10528.84863,211.056793,1735.273926,0.819578,0.474999,3.641947,58.40625,62.375,50.222111,85.716515,1528.16394
4126,115.117165,10528.83887,211.174194,1734.840454,0.820816,0.473659,3.641957,58.40625,62.375,50.221859,85.656273,1529.733643
4127,114.943092,10528.23535,211.098083,1734.643311,0.81784,0.47427,3.639752,58.40625,62.375,50.246017,85.642166,1532.744995
4128,115.182884,10527.95606,210.999924,1735.4375,0.823652,0.475326,3.636321,58.40625,62.375,50.257847,85.63858,1529.348267
4129,115.180023,10528.10645,211.117401,1735.189697,0.818906,0.475313,3.641296,58.40625,62.375,50.259586,85.491692,1530.627319
4130,115.140533,10528.20215,211.041382,1734.712402,0.821706,0.47537,3.632578,58.40625,62.375,50.260422,85.66069,1529.378052
4131,115.008369,10530.13281,211.120193,1734.770752,0.818885,0.475121,3.634047,58.40625,62.375,50.274879,85.717178,1531.032593
4132,114.748497,10528.74414,211.068542,1735.516235,0.822972,0.475805,3.633125,58.40625,62.375,50.290546,85.731506,1529.300293
4133,115.213387,10527.79492,211.094101,1734.877441,0.821785,0.475264,3.633092,58.40625,62.375,50.309536,85.63752,1531.722168
4134,115.195732,10529.98731,211.10141,1735.008423,0.825135,0.474908,3.636811,58.40625,62.375,50.316811,85.638336,1532.977783
4135,115.50705,10530.12402,211.097702,1735.13855,0.822343,0.473561,3.635119,58.40625,62.375,50.324074,85.659798,1531.813843
4136,115.465164,10528.74707,211.117249,1734.278442,0.822796,0.473703,3.627841,58.40625,62.375,50.326881,85.722374,1529.677856
4137,115.597237,10529.63477,210.986465,1734.694702,0.822665,0.473152,3.637869,58.40625,62.375,50.321869,85.788971,1534.696289
4138,115.462494,10527.19043,211.027084,1734.905029,0.820888,0.474259,3.63064,58.40625,62.375,50.320038,85.864349,1530.541138
4139,115.467773,10529.78223,211.104202,1734.531738,0.821094,0.473189,3.630296,58.40625,62.375,50.325665,85.717415,1530.048706
4140,114.853333,10528.31543,211.088867,1734.836426,0.821977,0.474058,3.63232,58.40625,62.375,50.319801,85.717392,1530.540039
4141,115.002235,10529.30469,210.993744,1735.358398,0.820207,0.4754,3.630877,58.40625,62.375,50.322067,85.717323,1529.887207
4142,115.111534,10528.22656,211.196274,1735.439941,0.824687,0.473689,3.626365,58.40625,62.375,50.325993,85.584625,1529.92334
4143,115.12674,10530.5752,211.138901,1735.384888,0.827826,0.475737,3.626545,58.40625,62.375,50.31868,85.63858,1529.602173
